grod_id,type,lon,lat,sword_reach_id,distance_to_sword
65,Dam,-114.23383355140686,47.67744511293085,78266400084,220.00898615458115
66,Dam,-114.21283721923828,52.05438385196971,71260900034,46.460395777560656
67,Dam,-114.13933396339417,34.29659703412377,77231000274,167.78923419661905
68,Dam,-114.01347398757935,48.34037678108338,78266400244,13.910383071112758
69,Dam,-113.90522003173828,49.564248154782916,71280001724,4.59186282296259
70,Dam,-113.48771810531616,42.66546023812162,78299500144,141.64100486007237
71,Dam,-113.48589420318604,42.66676982536948,78299500144,325.33394463553105
72,Dam,-113.1116509437561,49.36462881286005,71280001914,338.5428161313067
73,Dam,-113.10810506343842,49.36756329783925,71280001914,60.39955059589158
74,Dam,-113.10456991195679,49.36942870080234,71280001924,5.635576394893096
75,Dam,-113.01270961761475,33.07500094776082,77221300124,93.02644612708792
76,Dam,-112.87608861923218,42.77881862574495,78299500244,3.659901883825973
77,Dam,-112.87599205970764,42.77840913677999,78299500244,10.208322530386406
78,Dam,-112.52047061920166,50.74821421009676,71290000134,13.305516460710034
79,Dam,-112.3061138339587,33.382004149893305,77221300204,14.681184390523212
80,Dam,-112.10195481777191,43.42118416312632,78299700204,47.30886260049451
81,Dam,-112.00537919998169,46.99079175995039,74299900294,69.41349292140839
82,Dam,-111.94932103157043,33.433805081124106,77221300304,4.441352445480868
83,Dam,-111.88719570636749,46.764853640279114,74299900354,11.05784401935344
84,Dam,-111.85437351465225,33.43681674886714,77221300354,20.77202147327403
85,Dam,-111.84719055891037,33.43874613101752,77221300364,131.0616998139328
86,Dam,-111.84706851840019,33.43859616897738,77221300364,147.43104478600665
87,Dam,-111.72801733016968,46.64844925499331,74299900394,27.108506080834744
88,Dam,-111.71059370040894,33.98385664080516,77222300084,326.42630896805605
89,Dam,-111.69150710105896,33.51561004747382,77221300404,84.2864443289229
90,Dam,-111.638562977314,45.470055587011224,74299900634,18.964453542219378
91,Dam,-111.63167238235474,33.81809084531311,77222300044,79.6310539320954
92,Dam,-111.53530597686768,33.56659945921338,77222200024,4.128440467508308
93,Dam,-111.49666607379913,44.07841384778636,78299800204,8.510980351813734
94,Dam,-111.48427963256836,36.93762987572576,77239000234,7.748786540987246
95,Dam,-111.44297897815704,33.55338551995393,77222200064,2.544389466748673
96,Dam,-111.40831679105759,46.120001245393105,74299900474,3.689526518882353
97,Dam,-111.39679670333862,44.41890788863849,78299800314,15.498431322465292
98,Dam,-111.39265537261963,44.41447085335738,78299800554,23.784065120530823
99,Dam,-111.34379625320435,33.5907244325052,77222200114,297.19715116170744
100,Dam,-111.33599638938904,44.86368292102488,74299900754,44.14986246064052
101,Dam,-111.20570540428162,47.53417514555622,74299900154,2.792932358745897
102,Dam,-111.20397806167603,43.332264134410416,78299900124,3.553032786640808
103,Dam,-111.16106271743774,33.67133634098689,77222200164,155.9439310195952
104,Dam,-111.14908397197723,47.55274438847565,74299900124,42.63662437214064
105,Dam,-111.12566828727722,47.56862876019716,74299900104,24.54435461563718
106,Dam,-111.10265493392944,48.319819653055475,74299800114,18.937102803912612
107,Dam,-111.05973958969116,47.58118660128292,74299900084,18.649723156103853
108,Dam,-110.58982193470001,43.857557978225884,78299900254,28.24081416828263
109,Dam,-110.14705795879183,39.075985895347095,77291000204,149.02503411220508
110,Dam,-110.0639533996582,42.02800151556251,77299000184,754.3045514146479
111,Dam,-109.94434833526611,48.60104808246099,74299400624,0.900240342648296
112,Dam,-109.90496546030045,27.714692978856753,77170000094,37.791531356804654
113,Dam,-109.89521026611328,27.822073862795612,77180100014,390.47728033670677
114,Dam,-109.64160203933716,28.97650572550788,77180100144,54.3753319770985
115,Dam,-109.42230463027954,40.91485034481657,77297000144,22.231979477999683
116,Dam,-109.3789279460907,30.437948697278337,77180600244,28.6579780435183
117,Dam,-108.84022772312164,26.043972764590578,77160100074,122.97575058690296
118,Dam,-108.78398180007935,26.07128758881938,77160100154,20.18401952794257
119,Dam,-108.57549905776978,26.508291327136327,77160100244,91.85505393432368
120,Dam,-108.4137350320816,25.633623850445854,77158000064,17.61941654663532
121,Dam,-108.36886703963955,26.844921783954952,77160100334,100.03303961428297
122,Dam,-108.31003546714783,48.41152796258277,74299400344,14.370461269425837
123,Dam,-108.28230142593384,39.18888421565211,77280500074,46.39615525180976
124,Dam,-108.1778883934021,43.416660404664896,74298900324,89.06673690584321
125,Dam,-107.95816719532013,45.30675336655762,74298700194,206.24149079603376
126,Dam,-107.92150676250458,45.31624507182694,74298700164,52.93468805948161
127,Dam,-107.90710237086125,25.85659794597958,77158000194,355.41784175355
